"Label (Grouping)","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Total population!!Male","SEX AND AGE!!Total population!!Female","SEX AND AGE!!Total population!!Under 5 years","SEX AND AGE!!Total population!!5 to 17 years","SEX AND AGE!!Total population!!18 to 24 years","SEX AND AGE!!Total population!!25 to 34 years","SEX AND AGE!!Total population!!35 to 44 years","SEX AND AGE!!Total population!!45 to 54 years","SEX AND AGE!!Total population!!55 to 64 years","SEX AND AGE!!Total population!!65 to 74 years","SEX AND AGE!!Total population!!75 years and over","SEX AND AGE!!Total population!!Median age (years)","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!21 years and over","SEX AND AGE!!Total population!!62 years and over","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!Under 18 years","SEX AND AGE!!Total population!!Under 18 years!!Male","SEX AND AGE!!Total population!!Under 18 years!!Female","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!18 years and over!!Male","SEX AND AGE!!Total population!!18 years and over!!Female","SEX AND AGE!!Total population!!18 to 34 years","SEX AND AGE!!Total population!!18 to 34 years!!Male","SEX AND AGE!!Total population!!18 to 34 years!!Female","SEX AND AGE!!Total population!!35 to 64 years","SEX AND AGE!!Total population!!35 to 64 years!!Male","SEX AND AGE!!Total population!!35 to 64 years!!Female","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!65 years and over!!Male","SEX AND AGE!!Total population!!65 years and over!!Female","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 years and over","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school diploma","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher!!Male, high school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher!!Female, high school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher!!Male, bachelor's degree or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher!!Female, bachelor's degree or higher","EMPLOYMENT STATUS","EMPLOYMENT STATUS!!Population 16 years and over","EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed","EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!Median household income (dollars)","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings!!Mean earnings (dollars)","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Mean earnings (dollars)  for full-time, year-round workers:","HEALTH INSURANCE COVERAGE"
"        Estimate","","749,823","50.2%","49.8%","4.9%","17.0%","8.5%","12.4%","14.3%","14.1%","13.2%","9.3%","6.2%","40.0","78.1%","75.0%","19.9%","15.5%","164,540","52.1%","47.9%","585,283","49.6%","50.4%","156,621","51.8%","48.2%","312,392","50.2%","49.8%","116,270","45.3%","54.7%","","521,822","9.3%","23.5%","26.9%","26.7%","13.6%","90.7%","90.6%","90.9%","40.3%","39.9%","40.7%","","605,090","68.6%","2.8%","","286,073","91,317","115,163","",""
"        Margin of Error","","±10,056","±0.8","±0.8","±0.4","±0.8","±0.7","±0.8","±0.6","±0.7","±0.7","±0.6","±0.5","±0.8","±0.9","±0.8","±1.0","±0.8","±7,179","±2.2","±2.2","±9,835","±0.8","±0.8","±7,234","±2.1","±2.1","±7,191","±0.8","±0.8","±6,309","±1.6","±1.6","","±9,157","±0.8","±1.1","±1.2","±1.1","±0.9","±0.8","±1.2","±1.0","±1.2","±1.6","±1.6","","±9,826","±1.3","±0.4","","±5,375","±2,271","±2,957","",""
" -> Congressional District 9 (118th Congress), Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 9 (118th Congress), Illinois -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","730,979","50.2%","49.8%","4.5%","14.4%","8.7%","12.9%","14.3%","13.4%","13.0%","11.3%","7.5%","41.6","81.1%","77.3%","22.3%","18.8%","137,941","53.3%","46.7%","593,038","49.4%","50.6%","158,053","48.7%","51.3%","297,354","51.0%","49.0%","137,631","47.0%","53.0%","","529,397","8.1%","15.9%","19.7%","32.1%","24.3%","91.9%","92.0%","91.9%","56.4%","55.5%","57.3%","","610,006","63.6%","3.3%","","306,811","86,692","125,253","",""
"        Margin of Error","","±16,925","±0.8","±0.8","±0.5","±0.8","±0.6","±0.8","±0.8","±0.8","±0.8","±0.7","±0.5","±1.1","±0.9","±0.9","±1.0","±0.9","±7,754","±2.4","±2.4","±13,621","±0.8","±0.8","±8,523","±2.0","±2.0","±10,207","±1.0","±1.0","±5,776","±1.7","±1.7","","±12,378","±0.9","±0.9","±0.9","±1.2","±1.1","±0.9","±1.2","±1.0","±1.3","±1.7","±1.7","","±13,886","±1.2","±0.5","","±6,581","±2,687","±3,985","",""
" -> Congressional District 10 (118th Congress), Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 10 (118th Congress), Illinois -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","744,016","50.4%","49.6%","5.3%","17.2%","9.9%","11.3%","12.8%","12.7%","14.0%","9.7%","7.2%","40.2","77.5%","72.8%","20.5%","16.9%","167,204","52.2%","47.8%","576,812","49.9%","50.1%","157,757","52.4%","47.6%","293,506","49.9%","50.1%","125,549","46.6%","53.4%","","503,277","9.4%","20.1%","22.9%","25.9%","21.7%","90.6%","90.4%","90.7%","47.6%","46.9%","48.2%","","596,133","64.1%","2.0%","","276,723","98,057","145,104","",""
"        Margin of Error","","±7,627","±0.4","±0.4","±0.3","±0.5","±0.4","±0.5","±0.4","±0.4","±0.5","±0.4","±0.3","±0.6","±0.5","±0.5","±0.7","±0.5","±4,040","±1.2","±1.2","±6,533","±0.3","±0.3","±4,523","±1.0","±1.0","±4,908","±0.4","±0.4","±3,567","±0.8","±0.8","","±5,744","±0.8","±1.1","±1.2","±1.1","±0.9","±0.8","±1.1","±1.0","±1.1","±1.5","±1.4","","±6,690","±1.0","±0.3","","±3,836","±2,641","±5,368","",""
" -> Congressional District 11 (118th Congress), Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 11 (118th Congress), Illinois -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","766,225","49.5%","50.5%","5.5%","17.7%","8.8%","11.5%","13.9%","13.5%","13.0%","9.4%","6.6%","40.1","76.8%","72.9%","19.7%","16.0%","177,863","50.0%","50.0%","588,362","49.4%","50.6%","155,487","51.1%","48.9%","310,053","50.4%","49.6%","122,822","44.8%","55.2%","","520,618","8.3%","20.3%","26.8%","27.6%","17.0%","91.7%","91.3%","92.2%","44.7%","45.8%","43.5%","","611,823","66.1%","2.9%","","286,430","99,802","133,296","",""
"        Margin of Error","","±12,693","±0.7","±0.7","±0.4","±0.6","±0.5","±0.6","±0.6","±0.6","±0.6","±0.5","±0.4","±0.6","±0.6","±0.7","±0.8","±0.7","±5,809","±1.7","±1.7","±10,681","±0.7","±0.7","±6,723","±1.7","±1.7","±6,605","±0.9","±0.9","±5,245","±1.3","±1.3","","±9,468","±0.8","±0.9","±1.3","±1.1","±0.9","±0.8","±1.1","±1.0","±1.4","±1.8","±1.7","","±10,449","±1.0","±0.4","","±4,988","±2,449","±3,878","",""
" -> Congressional District 12 (118th Congress), Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 12 (118th Congress), Illinois -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","748,293","50.4%","49.6%","5.2%","16.4%","8.4%","11.3%","12.8%","12.0%","14.0%","11.6%","8.3%","41.9","78.4%","74.8%","24.2%","19.9%","161,563","50.9%","49.1%","586,730","50.2%","49.8%","147,773","52.6%","47.4%","290,409","51.3%","48.7%","148,548","45.7%","54.3%","","523,566","7.9%","30.5%","36.7%","15.2%","9.8%","92.1%","90.3%","94.0%","24.9%","22.6%","27.2%","","606,223","56.2%","2.2%","","308,822","62,253","81,304","",""
"        Margin of Error","","±4,879","±0.4","±0.4","±0.2","±0.3","±0.3","±0.3","±0.3","±0.3","±0.3","±0.2","±0.1","±0.4","±0.4","±0.5","±0.4","±0.3","±3,472","±1.0","±1.0","±3,883","±0.4","±0.4","±2,840","±1.1","±1.1","±3,031","±0.4","±0.4","±1,987","±0.4","±0.4","","±3,846","±0.5","±1.1","±0.9","±0.9","±0.7","±0.5","±0.8","±0.6","±1.2","±1.4","±1.3","","±4,074","±0.8","±0.3","","±3,837","±1,663","±2,461","",""
" -> Congressional District 13 (118th Congress), Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 13 (118th Congress), Illinois -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","739,838","49.2%","50.8%","5.7%","14.2%","13.5%","13.7%","12.0%","10.7%","12.6%","10.4%","7.1%","37.3","80.1%","74.3%","21.3%","17.5%","147,283","51.7%","48.3%","592,555","48.6%","51.4%","201,194","51.0%","49.0%","261,703","48.9%","51.1%","129,658","44.1%","55.9%","","492,980","7.3%","29.7%","30.3%","18.6%","14.1%","92.7%","92.0%","93.4%","32.7%","32.3%","33.1%","","609,402","56.8%","3.4%","","312,597","59,843","83,717","",""
"        Margin of Error","","±10,747","±0.5","±0.5","±0.3","±0.6","±0.4","±0.5","±0.5","±0.5","±0.4","±0.4","±0.3","±0.5","±0.6","±0.8","±0.5","±0.4","±5,933","±1.6","±1.6","±7,474","±0.4","±0.4","±3,492","±0.9","±0.9","±5,030","±0.8","±0.8","±3,346","±0.9","±0.9","","±7,230","±0.7","±1.0","±1.1","±1.0","±0.9","±0.7","±1.0","±0.8","±1.2","±1.7","±1.5","","±8,151","±1.0","±0.5","","±5,319","±1,528","±3,013","",""
" -> Congressional District 14 (118th Congress), Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 14 (118th Congress), Illinois -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","756,472","50.6%","49.4%","5.4%","18.4%","10.8%","13.2%","13.4%","13.8%","11.6%","7.8%","5.6%","36.6","76.2%","71.4%","16.3%","13.4%","180,115","52.5%","47.5%","576,357","50.0%","50.0%","181,556","52.6%","47.4%","293,209","50.5%","49.5%","101,592","44.1%","55.9%","","494,548","10.3%","27.1%","30.6%","20.1%","12.0%","89.7%","88.5%","90.9%","32.0%","29.9%","34.1%","","600,204","64.1%","2.5%","","266,940","86,174","109,503","",""
"        Margin of Error","","±8,592","±0.5","±0.5","±0.3","±0.4","±0.6","±0.6","±0.5","±0.5","±0.5","±0.4","±0.3","±0.5","±0.5","±0.6","±0.5","±0.5","±4,078","±1.6","±1.6","±7,708","±0.5","±0.5","±6,116","±1.4","±1.4","±5,240","±0.6","±0.6","±3,617","±1.2","±1.2","","±6,367","±0.8","±1.3","±1.2","±0.8","±0.9","±0.8","±1.2","±1.0","±1.2","±1.6","±1.5","","±8,111","±1.1","±0.4","","±4,400","±2,522","±2,740","",""
" -> Congressional District 15 (118th Congress), Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 15 (118th Congress), Illinois -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","746,507","49.7%","50.3%","4.9%","16.5%","8.2%","10.8%","12.9%","12.1%","13.5%","11.8%","9.3%","42.1","78.6%","75.1%","25.7%","21.1%","159,986","50.5%","49.5%","586,521","49.5%","50.5%","141,729","52.5%","47.5%","287,481","50.7%","49.3%","157,311","44.5%","55.5%","","525,418","6.8%","35.8%","31.7%","16.0%","9.6%","93.2%","91.7%","94.6%","25.6%","23.8%","27.4%","","606,933","57.6%","1.9%","","309,927","66,614","87,685","",""
"        Margin of Error","","±10,345","±0.4","±0.4","±0.3","±0.4","±0.3","±0.4","±0.5","±0.4","±0.4","±0.4","±0.3","±0.6","±0.5","±0.6","±0.6","±0.5","±5,175","±1.3","±1.3","±6,888","±0.4","±0.4","±3,666","±1.1","±1.1","±5,150","±0.6","±0.6","±3,325","±0.7","±0.7","","±6,468","±0.5","±1.2","±0.8","±0.9","±0.7","±0.5","±0.6","±0.6","±1.0","±1.4","±1.4","","±7,127","±0.9","±0.2","","±4,499","±1,932","±2,914","",""
" -> Congressional District 16 (118th Congress), Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 16 (118th Congress), Illinois -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","745,274","50.0%","50.0%","5.1%","17.3%","7.8%","10.7%","13.0%","12.2%","13.4%","11.6%","8.8%","41.7","77.6%","74.5%","24.3%","20.5%","166,589","51.8%","48.2%","578,685","49.5%","50.5%","138,287","51.5%","48.5%","287,915","50.4%","49.6%","152,483","46.2%","53.8%","","520,503","6.2%","29.5%","32.0%","20.5%","11.7%","93.8%","92.9%","94.7%","32.2%","30.3%","34.0%","","597,978","60.1%","2.3%","","306,321","78,393","100,707","",""
"        Margin of Error","","±10,830","±0.4","±0.4","±0.3","±0.5","±0.4","±0.4","±0.3","±0.4","±0.4","±0.4","±0.3","±0.7","±0.6","±0.6","±0.6","±0.5","±5,560","±1.2","±1.2","±7,843","±0.5","±0.5","±4,399","±1.4","±1.4","±5,841","±0.7","±0.7","±3,321","±0.8","±0.8","","±6,608","±0.6","±1.1","±1.0","±0.9","±0.7","±0.6","±0.9","±0.7","±1.0","±1.3","±1.3","","±8,477","±1.0","±0.3","","±4,525","±1,964","±3,132","",""
" -> Congressional District 17 (118th Congress), Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 17 (118th Congress), Illinois -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","738,355","49.8%","50.2%","5.5%","15.6%","11.5%","12.8%","11.7%","11.2%","12.7%","11.1%","7.9%","38.7","78.9%","73.9%","22.6%","18.9%","156,013","52.9%","47.1%","582,342","49.0%","51.0%","180,014","50.2%","49.8%","262,698","50.6%","49.4%","139,630","44.3%","55.7%","","497,116","9.6%","32.0%","33.8%","15.8%","8.8%","90.4%","89.2%","91.6%","24.7%","23.4%","25.9%","","600,800","58.2%","2.9%","","318,644","56,834","76,341","",""
"        Margin of Error","","±9,136","±0.4","±0.4","±0.3","±0.5","±0.4","±0.5","±0.4","±0.4","±0.4","±0.3","±0.3","±0.7","±0.6","±0.6","±0.5","±0.5","±5,087","±1.4","±1.4","±6,883","±0.5","±0.5","±4,678","±1.1","±1.1","±5,237","±0.8","±0.8","±3,229","±0.8","±0.8","","±6,080","±0.7","±1.2","±1.1","±0.9","±0.7","±0.7","±1.0","±0.8","±1.1","±1.4","±1.2","","±7,495","±1.0","±0.4","","±4,748","±2,104","±2,504","",""
" -> Congressional District 1 (118th Congress), Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 1 (118th Congress), Indiana -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","755,538","49.5%","50.5%","5.6%","16.8%","8.6%","12.2%","13.1%","12.6%","13.3%","10.7%","7.3%","39.9","77.6%","74.1%","22.3%","17.9%","168,922","51.5%","48.5%","586,616","48.9%","51.1%","156,864","51.7%","48.3%","294,210","49.6%","50.4%","135,542","44.1%","55.9%","","521,715","8.6%","33.9%","30.1%","18.6%","8.8%","91.4%","90.0%","92.8%","27.4%","25.7%","29.0%","","608,151","58.0%","2.9%","","296,508","69,580","92,452","",""
"        Margin of Error","","±3,571","±0.2","±0.2","±0.1","±0.2","±0.2","±0.3","±0.3","±0.2","±0.2","±0.2","±0.1","±0.4","±0.2","±0.3","±0.4","±0.2","±1,861","±0.6","±0.6","±2,489","±0.1","±0.1","±2,191","±0.4","±0.4","±2,618","±0.3","±0.3","±1,489","±0.4","±0.4","","±2,641","±0.7","±1.2","±1.1","±0.9","±0.7","±0.7","±1.1","±0.8","±1.1","±1.4","±1.5","","±3,125","±1.0","±0.4","","±2,857","±3,018","±3,018","",""
" -> Congressional District 2 (118th Congress), Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 2 (118th Congress), Indiana -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","754,764","49.5%","50.5%","6.2%","17.8%","10.1%","12.5%","12.2%","11.6%","12.0%","10.4%","7.2%","37.9","76.0%","71.7%","21.1%","17.6%","180,813","50.8%","49.2%","573,951","49.1%","50.9%","170,223","50.3%","49.7%","270,731","50.6%","49.4%","132,997","44.5%","55.5%","","497,886","12.9%","34.5%","27.3%","16.5%","8.9%","87.1%","86.1%","88.1%","25.3%","25.2%","25.5%","","594,983","60.6%","1.9%","","286,486","62,487","86,538","",""
"        Margin of Error","","±4,626","±0.3","±0.3","±0.2","±0.2","±0.2","±0.3","±0.3","±0.3","±0.3","±0.2","±0.1","±0.5","±0.2","±0.4","±0.4","±0.3","±2,556","±1.0","±1.0","±3,107","±0.2","±0.2","±2,280","±0.6","±0.6","±3,503","±0.5","±0.5","±2,120","±0.8","±0.8","","±3,241","±0.8","±1.4","±1.3","±0.9","±0.7","±0.8","±1.2","±1.2","±1.1","±1.5","±1.5","","±3,857","±1.1","±0.3","","±3,432","±1,812","±2,500","",""
" -> Congressional District 3 (118th Congress), Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 3 (118th Congress), Indiana -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","762,110","49.8%","50.2%","6.5%","18.3%","8.9%","13.1%","12.0%","11.8%","12.3%","10.2%","6.9%","37.5","75.2%","71.5%","21.0%","17.1%","188,942","51.2%","48.8%","573,168","49.4%","50.6%","167,847","51.0%","49.0%","275,120","50.4%","49.6%","130,201","45.0%","55.0%","","504,971","11.2%","34.5%","28.8%","16.9%","8.6%","88.8%","88.5%","89.1%","25.6%","24.5%","26.6%","","595,257","62.3%","2.3%","","299,564","65,522","86,998","",""
"        Margin of Error","","±3,110","±0.2","±0.2","±0.1","±0.2","±0.2","±0.2","±0.3","±0.3","±0.2","±0.2","±0.1","±0.4","±0.2","±0.4","±0.4","±0.2","±2,004","±0.7","±0.7","±2,355","±0.2","±0.2","±1,937","±0.5","±0.5","±2,543","±0.3","±0.3","±1,608","±0.4","±0.4","","±2,818","±0.9","±1.1","±1.1","±1.0","±0.6","±0.9","±1.2","±1.0","±1.1","±1.4","±1.3","","±2,710","±0.9","±0.4","","±3,341","±1,952","±2,590","",""
" -> Congressional District 4 (118th Congress), Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 4 (118th Congress), Indiana -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","768,518","50.7%","49.3%","5.5%","16.9%","12.3%","12.4%","12.7%","12.0%","12.3%","9.5%","6.5%","37.4","77.6%","72.0%","19.6%","16.0%","171,818","52.3%","47.7%","596,700","50.2%","49.8%","189,675","53.0%","47.0%","284,074","50.9%","49.1%","122,951","44.4%","55.6%","","502,155","8.7%","32.6%","28.1%","19.6%","11.0%","91.3%","90.4%","92.1%","30.6%","29.7%","31.6%","","617,806","62.1%","1.6%","","301,592","72,677","97,133","",""
"        Margin of Error","","±2,581","±0.2","±0.2","±0.2","±0.2","±0.2","±0.3","±0.2","±0.3","±0.2","±0.2","±0.2","±0.3","±0.2","±0.4","±0.4","±0.2","±1,550","±0.9","±0.9","±2,039","±0.2","±0.2","±2,058","±0.5","±0.5","±2,006","±0.4","±0.4","±1,596","±0.5","±0.5","","±2,413","±0.8","±1.0","±1.2","±1.0","±0.7","±0.8","±1.0","±0.9","±1.2","±1.5","±1.6","","±2,326","±0.9","±0.2","","±2,410","±2,537","±3,207","",""
" -> Congressional District 5 (118th Congress), Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 5 (118th Congress), Indiana -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","772,783","49.4%","50.6%","5.5%","17.2%","10.0%","12.3%","13.0%","12.7%","12.6%","9.7%","6.9%","38.8","77.3%","72.7%","20.4%","16.7%","175,116","52.0%","48.0%","597,667","48.7%","51.3%","172,775","49.9%","50.1%","295,986","49.7%","50.3%","128,906","44.7%","55.3%","","520,313","6.1%","26.9%","26.2%","25.8%","15.0%","93.9%","93.1%","94.7%","40.8%","41.3%","40.3%","","619,286","62.2%","2.2%","","304,835","75,915","114,079","",""
